,drug,primary_dose,route,primary_dose_description,frequency_description,c_form,c_strength,c_mddf_number,prn,bnf_description,bnf_chapter,container_description,du_cont,unit_description
38881,GENTAMICIN,60,Intravenous,mg,4am,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
38882,GENTAMICIN,70,Intravenous,mg,4am,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
38947,MORPHINE SULFATE,2.5,Intravenous,mg,3H,Injection,10 mg/1ml,1014319,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,10,x 1mL ampoule
38972,METRONIDAZOLE,500,Intravenous,mg,BD,Injection,500 mg/100ml,1013286,N,INFECTIONS,05.01.11,Bag,1,mL
39099,ONDANSETRON,8,Intravenous,mg,TDS,Injection,4 mg/2ml,1014233,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 2mL ampoule
39100,ONDANSETRON,8,Intravenous,mg,TDS,Injection,4 mg/2ml,1014233,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 2mL ampoule
39112,ONDANSETRON,4,Intravenous,mg,Every 12 hours at 12am (MIDNIGHT) and 12pm (LUNCH),Injection,4 mg/2ml,1014233,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 2mL ampoule
39113,ONDANSETRON,4,Intravenous,mg,Every 12 hours at 12am (MIDNIGHT) and 12pm (LUNCH),Injection,4 mg/2ml,1014233,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 2mL ampoule
39114,METRONIDAZOLE,400,Intravenous,mg,8H,Injection,500 mg/100ml,1013286,N,INFECTIONS,05.01.11,Bag,1,mL
39136,CYCLIZINE,50,Intravenous,mg,BD,Injection,50 mg/1ml,1003407,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 1mL ampoule
39219,LORAZEPAM,2,Intravenous,mg,Every 2 hours,Injection,4 mg/1ml,1004006,Y,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,10,x 1mL ampoule
39220,LORAZEPAM,2,Intravenous,mg,Every 2 hours,Injection,4 mg/1ml,1004006,Y,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,25,x 1mL ampoule
39222,LORAZEPAM,1,Intravenous,mg,OM,Injection,4 mg/1ml,1004006,N,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,10,x 1mL ampoule
39223,LORAZEPAM,1,Intravenous,mg,OM,Injection,4 mg/1ml,1004006,N,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,25,x 1mL ampoule
39349,FUROSEMIDE,4,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
39350,FUROSEMIDE,4,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
39528,LORAZEPAM,4,Intravenous,mg,8H,Injection,4 mg/1ml,1004006,Y,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,10,x 1mL ampoule
39529,LORAZEPAM,4,Intravenous,mg,8H,Injection,4 mg/1ml,1004006,Y,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,25,x 1mL ampoule
39574,GENTAMICIN,440,Intravenous,mg,OD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
39575,GENTAMICIN,440,Intravenous,mg,OD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
39577,DEXAMETHASONE BASE,5.98,Intravenous,mg,OM,Injection,3.3 mg/1ml,1014815,N,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 1mL ampoule
39630,FUROSEMIDE,100,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
39631,FUROSEMIDE,100,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
39646,GENTAMICIN,200,Intravenous,mg,OD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
39647,GENTAMICIN,200,Intravenous,mg,OD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
39655,ONDANSETRON,4,Intravenous,mg,Every 12 hours at 12am (MIDNIGHT) and 12pm (LUNCH),Injection,8 mg/4ml,1014234,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 4mL ampoule
39656,ONDANSETRON,8,Intravenous,mg,Every 12 hours at 12am (MIDNIGHT) and 12pm (LUNCH),Injection,8 mg/4ml,1014234,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 4mL ampoule
39697,METRONIDAZOLE,500,Intravenous,mg,BD,Injection,500 mg/100ml,1013286,N,INFECTIONS,05.01.11,Bag,1,mL
39806,TRANEXAMIC ACID,600,Intravenous,mg,OD,Injection,500 mg/5ml,1006288,N,CARDIVASCULAR SYSTEM,2.11,Pack,5,x 5mL ampoule
39807,TRANEXAMIC ACID,600,Intravenous,mg,OD,Injection,500 mg/5ml,1006288,N,CARDIVASCULAR SYSTEM,2.11,Pack,10,x 5mL ampoule
39898,FUROSEMIDE,120,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
39899,FUROSEMIDE,120,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
40054,METRONIDAZOLE,50,Intravenous,mg,8H,Injection,500 mg/100ml,1013286,N,INFECTIONS,05.01.11,Bag,1,mL
40084,OXYCODONE,5,Intravenous,mg,TDS,Injection,10 mg/1ml,1014638,N,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,5,x 1mL ampoule
40124,GENTAMICIN,70,Intravenous,mg,BD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
40125,GENTAMICIN,70,Intravenous,mg,BD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
40149,FUROSEMIDE,20,Intravenous,mg,od,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
40150,FUROSEMIDE,20,Intravenous,mg,od,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
40242,FUROSEMIDE,60,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
40243,FUROSEMIDE,60,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
40244,CYCLIZINE,50,Intravenous,mg,OM,Injection,50 mg/1ml,1003407,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 1mL ampoule
40246,CYCLIZINE,50,Intravenous,mg,OM,Injection,50 mg/1ml,1003407,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 1mL ampoule
40381,MORPHINE SULFATE,10,Intravenous,mg,Every 30 minutes,Injection,10 mg/1ml,1014319,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,10,x 1mL ampoule
40382,MORPHINE SULFATE,5,Intravenous,mg,Every 30 minutes,Injection,10 mg/1ml,1014319,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,10,x 1mL ampoule
40433,MORPHINE SULFATE,2.5,Intravenous,mg,TDS,Injection,10 mg/1ml,1014319,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,10,x 1mL ampoule
40453,HYDROCORTISONE SODIUM PHOSPHATE,100,Intravenous,mg,BD,Injection,100 mg/1ml,1014748,N,ENDOCRINE SYSTEM,06.03.02,Pack,5,x 1mL ampoule
40611,FUROSEMIDE,80,Intravenous,mg,ON,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
40612,FUROSEMIDE,80,Intravenous,mg,ON,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
40667,DEXAMETHASONE BASE,8,Intravenous,mg,BD,Injection,3.3 mg/1ml,1014815,N,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 1mL ampoule
40743,GENTAMICIN,60,Intravenous,mg,BD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
40744,GENTAMICIN,60,Intravenous,mg,BD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
40801,SODIUM VALPROATE [:SOLUTION] (5 x 4mL),"1,500.00",Intravenous,mg,OM,Injection,400 mg/4ml,1020197,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,5,x 4mL ampoule
40802,SODIUM VALPROATE [:SOLUTION] (5 x 4mL),"1,000.00",Intravenous,mg,ON,Injection,400 mg/4ml,1020197,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,5,x 4mL ampoule
41038,GENTAMICIN,108,Intravenous,mg,BD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
41039,GENTAMICIN,108,Intravenous,mg,BD,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
41093,FUROSEMIDE,80,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
41094,FUROSEMIDE,80,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
41104,MORPHINE SULFATE,2.5,Intravenous,mg,Every 3 hours,Injection,10 mg/1ml,1014319,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,10,x 1mL ampoule
41131,METRONIDAZOLE,500,Intravenous,mg,OM,Injection,500 mg/100ml,1013286,N,INFECTIONS,05.01.11,Bag,1,mL
41229,PHYTOMENADIONE,100,Intravenous,mg,OM,Injection,10 mg/1ml,1007855,N,NUTRITION AND BLOOD,09.06.06,Pack,10,x 1mL ampoule
41310,FUROSEMIDE,80,Intravenous,mg,*2X AM/TEA-*2X AM/LU Transition Frequency,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
41311,FUROSEMIDE,80,Intravenous,mg,*2X AM/TEA-*2X AM/LU Transition Frequency,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
41335,CHLORPHENAMINE,10,Intravenous,mg,OM,Injection,10 mg/1ml,1003307,Y,RESPIRATORY SYSTEM,03.04.01,Pack,5,x 1mL ampoule
41336,DEXAMETHASONE BASE,20,Intravenous,mg,OM,Injection,3.3 mg/1ml,1014815,Y,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 1mL ampoule
41396,LORAZEPAM,0.5,Intravenous,mg,BD,Injection,4 mg/1ml,1004006,Y,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,10,x 1mL ampoule
41397,LORAZEPAM,0.5,Intravenous,mg,BD,Injection,4 mg/1ml,1004006,Y,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,25,x 1mL ampoule
41412,CLINDAMYCIN,600,Intravenous,mg,8H,Injection,300 mg/2ml,9009049,N,INFECTIONS,05.01.06,Pack,5,x 2mL ampoule
41528,DEXAMETHASONE BASE,2,Intravenous,mg,BD,Injection,3.3 mg/1ml,1014815,N,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 1mL ampoule
41529,DEXAMETHASONE BASE,4,Intravenous,mg,BD,Injection,3.3 mg/1ml,1014815,N,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 1mL ampoule
41530,DEXAMETHASONE BASE,8,Intravenous,mg,BD,Injection,3.3 mg/1ml,1014815,N,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 1mL ampoule
41534,DEXAMETHASONE BASE,10,Intravenous,mg,BD,Injection,3.3 mg/1ml,1014815,N,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 1mL ampoule
41551,METRONIDAZOLE,500,Intravenous,mg,OM,Injection,500 mg/100ml,1013286,N,INFECTIONS,05.01.11,Bag,1,mL
41553,HYDROCORTISONE SODIUM PHOSPHATE,100,Intravenous,mg,TDS,Injection,100 mg/1ml,1014748,N,ENDOCRINE SYSTEM,06.03.02,Pack,5,x 1mL ampoule
41565,DEXAMETHASONE BASE,10,Intravenous,mg,6H,Injection,3.3 mg/1ml,1014815,N,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 1mL ampoule
41721,DEXAMETHASONE BASE,6,Intravenous,mg,alternate days,Injection,3.3 mg/1ml,1014815,N,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 1mL ampoule
41726,ONDANSETRON,4,Intravenous,mg,4H,Injection,8 mg/4ml,1014234,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 4mL ampoule
41727,ONDANSETRON,8,Intravenous,mg,4H,Injection,8 mg/4ml,1014234,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 4mL ampoule
41811,SODIUM VALPROATE [:SOLUTION] (5 x 4mL),"1,000.00",Intravenous,mg,BD,Injection,400 mg/4ml,1020197,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,5,x 4mL ampoule
41816,SODIUM VALPROATE [:SOLUTION] (5 x 4mL),"1,000.00",Intravenous,mg,9am and 8pm,Injection,400 mg/4ml,1020197,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,5,x 4mL ampoule
41953,CO-TRIMOXAZOLE,480,Intravenous,mg,BD,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,1,x 5mL ampoule
41954,CO-TRIMOXAZOLE,480,Intravenous,mg,BD,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,5,x 5mL ampoule
41955,CO-TRIMOXAZOLE,480,Intravenous,mg,BD,Injection,480 mg/5ml,1012960,N,INFECTIONS,05.01.08,Pack,10,x 5mL ampoule
42164,FUROSEMIDE,40,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
42165,FUROSEMIDE,40,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
42211,HYOSCINE BUTYLBROMIDE,20,Intravenous,mg,BD,Injection,20 mg/1ml,1000042,Y,GASTRO-INTESTINAL SYSTEM,1.02,Pack,10,x 1mL ampoule
42223,GENTAMICIN,160,Intravenous,mg,once daily,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,5,x 2mL ampoule
42224,GENTAMICIN,160,Intravenous,mg,once daily,Injection,80 mg/2ml,1014273,N,INFECTIONS,05.01.04,Pack,10,x 2mL ampoule
42440,KETOROLAC,30,Intravenous,mg,BD,Injection,30 mg/1ml,1005392,N,ANAESTHESIA,15.01.04.02,Pack,5,x 1mL ampoule
42441,KETOROLAC,30,Intravenous,mg,BD,Injection,30 mg/1ml,1005392,N,ANAESTHESIA,15.01.04.02,Pack,6,x 1mL ampoule
42634,METRONIDAZOLE,293,Intravenous,mg,8H,Injection,500 mg/100ml,1013286,N,INFECTIONS,05.01.11,Bag,1,mL
42637,DEXAMETHASONE BASE (HAMELN/HOSPIRA),6,Intravenous,mg,6H,Injection,6.6 mg/2ml,1014816,N,ENDOCRINE SYSTEM,06.03.02,Pack,5,x 2mL
42638,DEXAMETHASONE BASE (HAMELN/HOSPIRA),6,Intravenous,mg,6H,Injection,6.6 mg/2ml,1014816,N,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 2mL
42693,ONDANSETRON,8,Intravenous,mg,QDS,Injection,8 mg/4ml,1014234,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 4mL ampoule
42721,HYOSCINE BUTYLBROMIDE,20,Intravenous,mg,TDS,Injection,20 mg/1ml,1000042,N,GASTRO-INTESTINAL SYSTEM,1.02,Pack,10,x 1mL ampoule
42733,LORAZEPAM,4,Intravenous,mg,Every 30 minutes,Injection,4 mg/1ml,1004006,Y,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,10,x 1mL ampoule
42734,LORAZEPAM,4,Intravenous,mg,Every 30 minutes,Injection,4 mg/1ml,1004006,Y,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,25,x 1mL ampoule
42775,LORAZEPAM,1.6,Intravenous,mg,QDS,Injection,4 mg/1ml,1004006,N,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,10,x 1mL ampoule
42776,LORAZEPAM,1.6,Intravenous,mg,QDS,Injection,4 mg/1ml,1004006,N,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,25,x 1mL ampoule
42872,METRONIDAZOLE,500,Intravenous,mg,8H,Injection,500 mg/100ml,1013286,N,INFECTIONS,05.01.11,Bag,1,mL
43128,CYCLIZINE,50,Intravenous,mg,8H,Injection,50 mg/1ml,1003407,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 1mL ampoule
43454,FUROSEMIDE,80,Intravenous,mg,OM,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
43455,FUROSEMIDE,80,Intravenous,mg,OM,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
43459,FUROSEMIDE,40,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
43460,FUROSEMIDE,40,Intravenous,mg,OD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
43461,FUROSEMIDE,40,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
43462,FUROSEMIDE,40,Intravenous,mg,OD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
43470,FUROSEMIDE,60,Intravenous,mg,OM,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
43471,FUROSEMIDE,40,Intravenous,mg,OM,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
43472,FUROSEMIDE,60,Intravenous,mg,OM,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
43473,FUROSEMIDE,40,Intravenous,mg,OM,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
43636,CYCLIZINE,50,Intravenous,mg,TDS,Injection,50 mg/1ml,1003407,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 1mL ampoule
43773,CLINDAMYCIN,600,Intravenous,mg,6H,Injection,600 mg/4ml,9009050,N,INFECTIONS,05.01.06,Pack,5,x 4mL ampoule
43804,FUROSEMIDE,80,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
43805,FUROSEMIDE,80,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
43914,TRANEXAMIC ACID,"1,000.00",Intravenous,mg,8H,Injection,500 mg/5ml,1006288,N,CARDIVASCULAR SYSTEM,2.11,Pack,5,x 5mL ampoule
43915,TRANEXAMIC ACID,"1,000.00",Intravenous,mg,8H,Injection,500 mg/5ml,1006288,N,CARDIVASCULAR SYSTEM,2.11,Pack,10,x 5mL ampoule
43966,SODIUM VALPROATE [:SOLUTION] (5 x 4mL),300,Intravenous,mg,BD,Injection,400 mg/4ml,1020197,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,5,x 4mL ampoule
44006,SODIUM VALPROATE [:SOLUTION] (5 x 4mL),400,Intravenous,mg,BD,Injection,400 mg/4ml,1020197,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,5,x 4mL ampoule
44190,DEXAMETHASONE BASE,5.94,Intravenous,mg,OM,Injection,3.3 mg/1ml,1014815,N,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 1mL ampoule
44295,MORPHINE SULFATE,10,Intravenous,mg,4H,Injection,10 mg/1ml,1014319,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,10,x 1mL ampoule
44296,MORPHINE SULFATE,5,Intravenous,mg,4H,Injection,10 mg/1ml,1014319,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,10,x 1mL ampoule
44558,ONDANSETRON,4,Intravenous,mg,TDS,Injection,4 mg/2ml,1014233,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 2mL ampoule
44559,ONDANSETRON,4,Intravenous,mg,TDS,Injection,4 mg/2ml,1014233,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 2mL ampoule
44621,HYOSCINE BUTYLBROMIDE,20,Intravenous,mg,TDS,Injection,20 mg/1ml,1000042,Y,GASTRO-INTESTINAL SYSTEM,1.02,Pack,10,x 1mL ampoule
44666,ONDANSETRON,4,Intravenous,mg,8H,Injection,4 mg/2ml,1014233,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 2mL ampoule
44667,ONDANSETRON,4,Intravenous,mg,8H,Injection,4 mg/2ml,1014233,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 2mL ampoule
44880,MORPHINE SULFATE,2.5,Intravenous,mg,QDS,Injection,10 mg/1ml,1014319,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,10,x 1mL ampoule
44918,DEXAMETHASONE BASE,8,Intravenous,mg,BD,Injection,3.3 mg/1ml,1014815,N,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 1mL ampoule
44970,PHYTOMENADIONE,10,Intravenous,mg,OD,Injection,10 mg/1ml,1007855,N,NUTRITION AND BLOOD,09.06.06,Pack,10,x 1mL ampoule
45028,MORPHINE SULFATE,5,Intravenous,mg,Every hour,Injection,10 mg/1ml,1014319,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,10,x 1mL ampoule
45029,MORPHINE SULFATE,2.5,Intravenous,mg,Every hour,Injection,10 mg/1ml,1014319,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,10,x 1mL ampoule
45151,CYCLIZINE,50,Intravenous,mg,TDS,Injection,50 mg/1ml,1003407,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 1mL ampoule
45224,DEXAMETHASONE BASE,6,Intravenous,mg,OD,Injection,3.3 mg/1ml,1014815,N,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 1mL ampoule
45356,CHLORPHENAMINE,10,Intravenous,mg,QDS,Injection,10 mg/1ml,1003307,N,RESPIRATORY SYSTEM,03.04.01,Pack,5,x 1mL ampoule
45409,MORPHINE SULFATE,5,Intravenous,mg,QDS,Injection,10 mg/1ml,1014319,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,10,x 1mL ampoule
45456,CYCLIZINE,50,Intravenous,mg,TDS,Injection,50 mg/1ml,1003407,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 1mL ampoule
45457,CALCIUM FOLINATE,30,Intravenous,mg,6H,Injection,15 mg/2ml,2007140,N,MALIGNANT DISEASE AND IMMUNOSUPPRESSION,8.01,Pack,5,x 2mL ampoule
45458,CALCIUM FOLINATE,30,Intravenous,mg,3H,Injection,15 mg/2ml,2007140,N,MALIGNANT DISEASE AND IMMUNOSUPPRESSION,8.01,Pack,5,x 2mL ampoule
45464,CALCIUM FOLINATE,30,Intravenous,mg,"Every 6 hours at 04:00,10:00,16:00,22:00",Injection,15 mg/2ml,2007140,N,MALIGNANT DISEASE AND IMMUNOSUPPRESSION,8.01,Pack,5,x 2mL ampoule
45465,CALCIUM FOLINATE,30,Intravenous,mg,Every 3 hours,Injection,15 mg/2ml,2007140,N,MALIGNANT DISEASE AND IMMUNOSUPPRESSION,8.01,Pack,5,x 2mL ampoule
45607,FUROSEMIDE,80,Intravenous,mg,OM,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
45608,FUROSEMIDE,80,Intravenous,mg,OM,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
45667,FUROSEMIDE,40,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,5,x 2mL ampoule
45668,FUROSEMIDE,40,Intravenous,mg,BD,Injection,20 mg/2ml,1015349,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,10,x 2mL ampoule
45775,CYCLIZINE,50,Intravenous,mg,TDS,Injection,50 mg/1ml,1003407,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 1mL ampoule
45859,DEXAMETHASONE BASE,10,Intravenous,mg,OM,Injection,3.3 mg/1ml,1014815,N,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 1mL ampoule
45891,HYDROCORTISONE SODIUM PHOSPHATE,100,Intravenous,mg,ON,Injection,100 mg/1ml,1014748,N,ENDOCRINE SYSTEM,06.03.02,Pack,5,x 1mL ampoule
45893,HYDROCORTISONE SODIUM PHOSPHATE,100,Intravenous,mg,TDS,Injection,100 mg/1ml,1014748,N,ENDOCRINE SYSTEM,06.03.02,Pack,5,x 1mL ampoule
45902,METOCLOPRAMIDE,10,Intravenous,mg,TDS,Injection,10 mg/2ml,1015348,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 2mL ampoule
45903,METOCLOPRAMIDE,10,Intravenous,mg,TDS,Injection,10 mg/2ml,1015348,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 2mL ampoule
46073,METOCLOPRAMIDE,10,Intravenous,mg,TDS,Injection,10 mg/2ml,1015348,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 2mL ampoule
46074,METOCLOPRAMIDE,10,Intravenous,mg,TDS,Injection,10 mg/2ml,1015348,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 2mL ampoule
46085,DEXAMETHASONE BASE,6.6,Intravenous,mg,OM,Injection,3.3 mg/1ml,1014815,N,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 1mL ampoule
46343,CLINDAMYCIN,"1,200.00",Intravenous,mg,6H,Injection,600 mg/4ml,9009050,N,INFECTIONS,05.01.06,Pack,5,x 4mL ampoule
46377,DEXAMETHASONE BASE,6,Intravenous,mg,OM,Injection,3.3 mg/1ml,1014815,N,ENDOCRINE SYSTEM,06.03.02,Pack,10,x 1mL ampoule
46461,ONDANSETRON,4,Intravenous,mg,TDS,Injection,4 mg/2ml,1014233,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 2mL ampoule
46462,ONDANSETRON,4,Intravenous,mg,TDS,Injection,4 mg/2ml,1014233,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,x 2mL ampoule
46481,ONDANSETRON,4,Intravenous,mg,6H,Injection,4 mg/2ml,1014233,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,5,x 2mL ampoule
