,drug,primary_dose,route,primary_dose_description,frequency_description,c_form,c_strength,prn,bnf_description,bnf_chapter,container_description,du_cont,unit_description,chapter,name
15032,LEVOTHYROXINE SODIUM,50,PEG,microgram,OM,Tablets,50 microgram,N,ENDOCRINE SYSTEM,06.02.01,Pack,28,tablet,06.02.01,Thyroid hormones
15033,RILUZOLE,50,PEG,mg,BD,Tablets,50 mg,N,CENTRAL NERVOUS SYSTEM,04.09.03,Pack,56,tablet,04.09.03,"Essential tremor,chorea,tics and related disorders"
15034,BUSPIRONE,5,PEG,mg,BD,Tablets,5 mg,N,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,30,tablet,04.01.02,Anxiolytics
15035,PAROXETINE,30,PEG,mg,OM,Tablets,20 mg,N,CENTRAL NERVOUS SYSTEM,04.03.03,Pack,30,tablet,04.03.03,Selective serotonin re-uptake inhibitors
15036,PAROXETINE,40,PEG,mg,OM,Tablets,20 mg,N,CENTRAL NERVOUS SYSTEM,04.03.03,Pack,30,tablet,04.03.03,Selective serotonin re-uptake inhibitors
15037,ISOSORBIDE MONONITRATE,40,PEG,mg,BD,Tablets,20 mg,N,CARDIVASCULAR SYSTEM,02.06.01,Bottle,56,tablet,02.06.01,Nitrates
15041,BISOPROLOL,2.5,PEG,mg,OD,Tablets,2.5 mg,N,CARDIVASCULAR SYSTEM,2.04,Pack,28,tablet,2.04,Beta-adrenoceptor blocking drugs
15044,BUSPIRONE,5,PEG,mg,BD,Tablets,5 mg,N,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,30,tablet,04.01.02,Anxiolytics
15050,ISOSORBIDE MONONITRATE,40,Oral,mg,BD,Tablets,40 mg,N,CARDIVASCULAR SYSTEM,02.06.01,Pack,56,tablet,02.06.01,Nitrates
15059,ISOSORBIDE MONONITRATE,40,PEG,mg,BD,Tablets,40 mg,N,CARDIVASCULAR SYSTEM,02.06.01,Pack,56,tablet,02.06.01,Nitrates
15067,RILUZOLE,50,NG / PEG,mg,BD,Tablets,50 mg,N,CENTRAL NERVOUS SYSTEM,04.09.03,Pack,56,tablet,04.09.03,"Essential tremor,chorea,tics and related disorders"
15070,ISOSORBIDE MONONITRATE,40,NG / PEG,mg,BD,Tablets,20 mg,N,CARDIVASCULAR SYSTEM,02.06.01,Bottle,56,tablet,02.06.01,Nitrates
15072,BUSPIRONE,5,NG / PEG,mg,BD,Tablets,5 mg,N,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,30,tablet,04.01.02,Anxiolytics
15074,COLESEVELAM,"1,250.00",Oral,mg,OD,Tablets,625 mg,N,CARDIVASCULAR SYSTEM,2.12,Pack,180,Tablet,2.12,Lipid-regulating drugs
15075,PROPRANOLOL,10,Oral,mg,BD,Tablets,10 mg,Y,CARDIVASCULAR SYSTEM,2.04,Bottle,28,tablet,2.04,Beta-adrenoceptor blocking drugs
15087,METOLAZONE,2.5,Oral,mg,OM,Tablets,2.5 mg,N,CARDIVASCULAR SYSTEM,02.02.01,Pack,100,tablet,02.02.01,Thiazides and related diuretics
15094,CARBAMAZEPINE 'TEGRETOL',600,Oral,mg,BD,Tablets,200 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,84,Tablet,04.08.01,Control of epilepsy
15096,OXCARBAZEPINE,600,Oral,mg,ON,Tablets,150 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,50,tablet,04.08.01,Control of epilepsy
15097,OXCARBAZEPINE,450,Oral,mg,OM,Tablets,150 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,50,tablet,04.08.01,Control of epilepsy
15098,LACOSAMIDE,50,Oral,mg,OM,Tablets,50 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,14,tablet,04.08.01,Control of epilepsy
15099,CLOBAZAM,20,Oral,mg,OM,Tablets,10 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,30,tablet,04.08.01,Control of epilepsy
15101,AMIODARONE,400,Oral,mg,BD,Tablets,200 mg,N,CARDIVASCULAR SYSTEM,02.03.02,Pack,28,tablet,02.03.02,Drugs for arrhythmias
15102,LEVETIRACETAM,500,Oral,mg,OD,Tablets,500 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,60,tablet,04.08.01,Control of epilepsy
15103,LABETALOL,300,Oral,mg,TDS,Tablets,100 mg,N,CARDIVASCULAR SYSTEM,2.04,Pack,56,tablet,2.04,Beta-adrenoceptor blocking drugs
15109,MEPTAZINOL,200,Oral,mg,TDS,Tablets,200 mg,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,112,tablet,04.07.02,Opioid analgesics
15110,OXCARBAZEPINE,300,Oral,mg,BD,Tablets,300 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,50,tablet,04.08.01,Control of epilepsy
15122,LEVOFLOXACIN,500,Oral,mg,BD,Tablets,500 mg,N,INFECTIONS,05.01.12,Pack,10,tablet,05.01.12,Quinolones
15124,CHLORPHENAMINE,10,Oral,mg,4H,Tablets,4 mg,Y,RESPIRATORY SYSTEM,03.04.01,Pack,28,tablet,03.04.01,Antihistamines
15126,LEVOFLOXACIN,250,Oral,mg,BD,Tablets,250 mg,N,INFECTIONS,05.01.12,Pack,5,tablet,05.01.12,Quinolones
15127,LEVOFLOXACIN,250,Oral,mg,BD,Tablets,250 mg,N,INFECTIONS,05.01.12,Pack,10,tablet,05.01.12,Quinolones
15131,DOXAZOSIN,6,Oral,mg,BD,Tablets,2 mg,N,CARDIVASCULAR SYSTEM,02.05.04,Pack,28,tablet,02.05.04,Alpha-adrenoceptor blocking drugs
15132,ZOPICLONE,3.75,Oral,mg,OD,Tablets,3.75 mg,N,CENTRAL NERVOUS SYSTEM,04.01.01,Pack,28,tablet,04.01.01,Hypnotics
15133,SULFASALAZINE,500,Oral,mg,BD,Tablets,500 mg,N,GASTRO-INTESTINAL SYSTEM,1.05,Pack,112,tablet,1.05,Chronic bowel disorders
15134,CODEINE PHOSPHATE,15,Oral,mg,ON,Tablets,15 mg,N,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,28,tablet,04.07.02,Opioid analgesics
15135,METRONIDAZOLE,800,Oral,mg,TDS,Tablets,400 mg,N,INFECTIONS,05.01.11,Bottle,21,tablet,05.01.11,"Metronidazole, tinidazole and ornidazole"
15137,URSODEOXYCHOLIC ACID,450,Oral,mg,BD,Tablets,150 mg,N,GASTRO-INTESTINAL SYSTEM,01.09.01,Pack,60,tablet,01.09.01,Drugs affecting biliary composition and flow
15145,CINNARIZINE,15,Oral,mg,BD,Tablets,15 mg,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,84,tablet,4.06,Drugs used in nausea and vertigo
15146,CINNARIZINE,15,Oral,mg,BD,Tablets,15 mg,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,100,tablet,4.06,Drugs used in nausea and vertigo
15147,CINNARIZINE,30,Oral,mg,BD,Tablets,15 mg,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,84,tablet,4.06,Drugs used in nausea and vertigo
15148,CINNARIZINE,30,Oral,mg,BD,Tablets,15 mg,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,100,tablet,4.06,Drugs used in nausea and vertigo
15149,CINNARIZINE,30,Oral,mg,BD,Tablets,15 mg,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,84,tablet,4.06,Drugs used in nausea and vertigo
15150,CINNARIZINE,15,Oral,mg,BD,Tablets,15 mg,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,84,tablet,4.06,Drugs used in nausea and vertigo
15151,CINNARIZINE,30,Oral,mg,BD,Tablets,15 mg,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,100,tablet,4.06,Drugs used in nausea and vertigo
15152,CINNARIZINE,15,Oral,mg,BD,Tablets,15 mg,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,100,tablet,4.06,Drugs used in nausea and vertigo
15153,CINNARIZINE,15,Oral,mg,BD,Tablets,15 mg,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,84,tablet,4.06,Drugs used in nausea and vertigo
15154,CINNARIZINE,15,Oral,mg,BD,Tablets,15 mg,N,CENTRAL NERVOUS SYSTEM,4.06,Pack,100,tablet,4.06,Drugs used in nausea and vertigo
15155,CINNARIZINE,15,Oral,mg,BD,Tablets,15 mg,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,84,tablet,4.06,Drugs used in nausea and vertigo
15156,CINNARIZINE,15,Oral,mg,BD,Tablets,15 mg,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,100,tablet,4.06,Drugs used in nausea and vertigo
15163,METHOCARBAMOL,"1,500.00",Oral,mg,QDS,Tablets,750 mg,N,MUSCULOSKELETAL AND JOINT DISEASES,10.02.02,Bottle,100,tablet,10.02.02,Skeletal muscle relaxants
15167,NEFOPAM,60,Oral,mg,TDS,Tablets,30 mg,N,CENTRAL NERVOUS SYSTEM,04.07.01,Bottle,90,tablet,04.07.01,Non-opioid analgesics and compound preparations
15173,CODEINE PHOSPHATE,60,Oral,mg,BD,Tablets,30 mg,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,28,tablet,04.07.02,Opioid analgesics
15193,PARACETAMOL ,750,Oral,mg,6H,Tablets,500 mg,Y,CENTRAL NERVOUS SYSTEM,04.07.01,Pack,32,Tablet,04.07.01,Non-opioid analgesics and compound preparations
15194,PARACETAMOL ,750,Oral,mg,6H,Tablets,500 mg,Y,CENTRAL NERVOUS SYSTEM,04.07.01,Pack,100,Tablet,04.07.01,Non-opioid analgesics and compound preparations
15197,MEMANTINE,20,Oral,mg,OM,Tablets,10 mg,N,CENTRAL NERVOUS SYSTEM,4.11,Pack,28,tablet,4.11,Drugs for dementia
15208,THIAMINE,200,Oral,mg,TDS,Tablets,100 mg,N,NUTRITION AND BLOOD,09.06.02,Pack,28,tablet,09.06.02,Vitamin B group
15209,THIAMINE,200,Oral,mg,TDS,Tablets,100 mg,N,NUTRITION AND BLOOD,09.06.02,Bottle,100,tablet,09.06.02,Vitamin B group
15210,VENLAFAXINE,75,Oral,mg,BD,Tablets,37.5 mg,N,CENTRAL NERVOUS SYSTEM,04.03.04,Pack,56,tablet,04.03.04,Other antidepressant drugs
15211,HALOPERIDOL,2.5,Oral,mg,OM,Tablets,5 mg,N,CENTRAL NERVOUS SYSTEM,04.02.01,Pack,28,tablet,04.02.01,Antipsychotic drugs
15219,HYOSCINE BUTYLBROMIDE,20,Oral,mg,BD,Tablets,10 mg,N,GASTRO-INTESTINAL SYSTEM,1.02,Bottle,56,tablet,1.02,Antispasmodics and other drugs altering gut motility
15224,ESCITALOPRAM,5,Oral,mg,BD,Tablets,10 mg,N,CENTRAL NERVOUS SYSTEM,04.03.03,Pack,28,tablet,04.03.03,Selective serotonin re-uptake inhibitors
15242,BISOPROLOL,2.5,Oral,mg,OM,Tablets,2.5 mg,Y,CARDIVASCULAR SYSTEM,2.04,Pack,28,tablet,2.04,Beta-adrenoceptor blocking drugs
15244,THIAMINE,25,Oral,mg,OM,Tablets,50 mg,N,NUTRITION AND BLOOD,09.06.02,Bottle,100,tablet,09.06.02,Vitamin B group
15253,CODEINE PHOSPHATE,60,Oral,mg,8H,Tablets,60 mg,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,28,tablet,04.07.02,Opioid analgesics
15254,CHLORDIAZEPOXIDE,30,Oral,mg,QDS,Tablets,10 mg,N,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,100,tablet,04.01.02,Anxiolytics
15259,PROPRANOLOL,40,Oral,mg,BD,Tablets,40 mg,N,CARDIVASCULAR SYSTEM,2.04,Pack,28,tablet,2.04,Beta-adrenoceptor blocking drugs
15266,FLECAINIDE,25,Oral,mg,BD,Tablets,50 mg,N,CARDIVASCULAR SYSTEM,02.03.02,Pack,60,tablet,02.03.02,Drugs for arrhythmias
15267,AMISULPRIDE,200,Oral,mg,TDS,Tablets,200 mg,N,CENTRAL NERVOUS SYSTEM,04.02.01,Pack,60,tablet,04.02.01,Antipsychotic drugs
15271,HYDROXYCHLOROQUINE,200,Oral,mg,OD,Tablets,200 mg,N,MUSCULOSKELETAL AND JOINT DISEASES,10.01.03,Pack,60,tablet,10.01.03,Rheumatic disease suppressant drugs
15272,CIPROFLOXACIN,500,Oral,mg,BD,Tablets,500 mg,N,INFECTIONS,05.01.12,Pack,10,tablet,05.01.12,Quinolones
15273,CIPROFLOXACIN,500,Oral,mg,BD,Tablets,500 mg,N,INFECTIONS,05.01.12,Pack,20,tablet,05.01.12,Quinolones
15274,CIPROFLOXACIN,500,Oral,mg,BD,Tablets,500 mg,N,INFECTIONS,05.01.12,Pack,100,tablet,05.01.12,Quinolones
15282,BUSPIRONE,5,Oral,mg,BD,Tablets,5 mg,Y,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,30,tablet,04.01.02,Anxiolytics
15284,PYRIDOSTIGMINE BROMIDE,60,Oral,mg,TDS,Tablets,60 mg,N,MUSCULOSKELETAL AND JOINT DISEASES,10.02.01,Bottle,200,tablet,10.02.01,Drugs which enhance neuromuscular transmission
15286,PYRIDOSTIGMINE BROMIDE,60,Oral,mg,TDS,Tablets,60 mg,N,MUSCULOSKELETAL AND JOINT DISEASES,10.02.01,Bottle,200,tablet,10.02.01,Drugs which enhance neuromuscular transmission
15292,PREDNISOLONE,35,Oral,mg,OM,Tablets,1 mg,N,ENDOCRINE SYSTEM,06.03.02,Pack,28,tablet,06.03.02,Glucocorticoid therapy
15301,THIAMINE,200,Oral,mg,OM,Tablets,100 mg,N,NUTRITION AND BLOOD,09.06.02,Pack,28,tablet,09.06.02,Vitamin B group
15302,THIAMINE,200,Oral,mg,OM,Tablets,100 mg,N,NUTRITION AND BLOOD,09.06.02,Bottle,100,tablet,09.06.02,Vitamin B group
15312,PROMETHAZINE HYDROCHLORIDE,50,Oral,mg,BD,Tablets,25 mg,Y,RESPIRATORY SYSTEM,03.04.01,Bottle,56,tablet,03.04.01,Antihistamines
15313,PROMETHAZINE HYDROCHLORIDE,25,Oral,mg,QDS,Tablets,25 mg,Y,RESPIRATORY SYSTEM,03.04.01,Bottle,56,tablet,03.04.01,Antihistamines
15314,CARBAMAZEPINE 'TEGRETOL',400,Oral,mg,OM,Tablets,200 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,84,Tablet,04.08.01,Control of epilepsy
15320,HYDROCORTISONE,15,Oral,mg,OM,Tablets,10 mg,N,ENDOCRINE SYSTEM,06.03.02,Pack,30,tablet,06.03.02,Glucocorticoid therapy
15336,LEVOTHYROXINE SODIUM,200,Oral,microgram,ON,Tablets,100 microgram,N,ENDOCRINE SYSTEM,06.02.01,Pack,28,tablet,06.02.01,Thyroid hormones
15340,OLANZAPINE,20,Oral,mg,ON,Tablets,20 mg,Y,CENTRAL NERVOUS SYSTEM,04.02.01,Pack,28,tablet,04.02.01,Antipsychotic drugs
15345,ROPINIROLE,500,Oral,microgram,ON,Tablets,250 microgram,N,CENTRAL NERVOUS SYSTEM,04.09.01,Pack,12,tablet,04.09.01,Dopaminergic drugs used in parkinsonism
15347,ISOSORBIDE MONONITRATE,20,Oral,mg,TDS,Tablets,20 mg,N,CARDIVASCULAR SYSTEM,02.06.01,Bottle,56,tablet,02.06.01,Nitrates
15350,ASCORBIC ACID,50,Oral,mg,OD,Tablets,50 mg,N,NUTRITION AND BLOOD,09.06.03,Pack,28,tablet,09.06.03,Vitamin C
15352,CLONAZEPAM,"1,500.00",Oral,microgram,ON,Tablets,500 microgram,N,CENTRAL NERVOUS SYSTEM,04.08.01,Bottle,100,tablet,04.08.01,Control of epilepsy
15353,CLONAZEPAM,"1,500.00",Oral,microgram,ON,Tablets,500 microgram,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,105,tablet,04.08.01,Control of epilepsy
15362,BACLOFEN,20,Oral,mg,BD,Tablets,10 mg,N,MUSCULOSKELETAL AND JOINT DISEASES,10.02.02,Pack,84,tablet,10.02.02,Skeletal muscle relaxants
15363,BEZAFIBRATE,200,Oral,mg,OM,Tablets,200 mg,N,CARDIVASCULAR SYSTEM,2.12,Bottle,100,tablet,2.12,Lipid-regulating drugs
15366,LACIDIPINE,6,Oral,mg,OM,Tablets,2 mg,N,CARDIVASCULAR SYSTEM,02.06.02,Pack,28,tablet,02.06.02,Calcium-channel blockers
15368,PROPRANOLOL,10,Oral,mg,QDS,Tablets,10 mg,N,CARDIVASCULAR SYSTEM,2.04,Bottle,28,tablet,2.04,Beta-adrenoceptor blocking drugs
15372,CIMETIDINE,400,Oral,mg,QDS,Tablets,400 mg,N,GASTRO-INTESTINAL SYSTEM,01.03.01,Pack,60,tablet,01.03.01,H2-receptor antagonists
15373,MIDODRINE,10,Oral,mg,TDS,Tablets,5 mg,N,CARDIVASCULAR SYSTEM,02.07.02,Pack,50,tablet,02.07.02,Vasoconstrictor sympathomimetics
15374,MIDODRINE,10,Oral,mg,TDS,Tablets,5 mg,N,CARDIVASCULAR SYSTEM,02.07.02,Pack,100,tablet,02.07.02,Vasoconstrictor sympathomimetics
15378,AZATHIOPRINE,100,Oral,mg,OD,Tablets,50 mg,N,MALIGNANT DISEASE AND IMMUNOSUPPRESSION,08.02.01,Pack,56,tablet,08.02.01,Antiproliferative immunosuppressants
15383,AZATHIOPRINE,50,Oral,mg,BD,Tablets,50 mg,N,MALIGNANT DISEASE AND IMMUNOSUPPRESSION,08.02.01,Pack,56,tablet,08.02.01,Antiproliferative immunosuppressants
15386,MONTELUKAST,10,Oral,mg,OM,Tablets,10 mg,N,RESPIRATORY SYSTEM,03.03.02,Pack,28,tablet,03.03.02,Leukotriene receptor antagonists
15391,FLECAINIDE,50,Oral,mg,BD,Tablets,50 mg,Y,CARDIVASCULAR SYSTEM,02.03.02,Pack,60,tablet,02.03.02,Drugs for arrhythmias
15392,ESCITALOPRAM,20,Oral,mg,ON,Tablets,10 mg,N,CENTRAL NERVOUS SYSTEM,04.03.03,Pack,28,tablet,04.03.03,Selective serotonin re-uptake inhibitors
15398,PAROXETINE,10,Oral,mg,OM,Tablets,20 mg,N,CENTRAL NERVOUS SYSTEM,04.03.03,Pack,30,tablet,04.03.03,Selective serotonin re-uptake inhibitors
15406,OLANZAPINE,5,Oral,mg,BD,Tablets,5 mg,N,CENTRAL NERVOUS SYSTEM,04.02.01,Pack,28,tablet,04.02.01,Antipsychotic drugs
15410,LOPERAMIDE,2,Oral,mg,TDS,Tablets,2 mg,Y,GASTRO-INTESTINAL SYSTEM,01.04.02,Pack,30,tablet,01.04.02,Antimotility drugs
15418,FEXOFENADINE,180,Oral,mg,OD,Tablets,180 mg,N,RESPIRATORY SYSTEM,03.04.01,Pack,30,tablet,03.04.01,Antihistamines
15420,FUROSEMIDE,120,Oral,mg,BD,Tablets,40 mg,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,28,tablet,02.02.02,Loop diuretics
15422,FUROSEMIDE,160,Oral,mg,BD,Tablets,40 mg,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,28,tablet,02.02.02,Loop diuretics
15425,LEVOFLOXACIN,125,Oral,mg,BD,Tablets,500 mg,N,INFECTIONS,05.01.12,Pack,10,tablet,05.01.12,Quinolones
15433,TADALAFIL,20,Oral,mg,ON,Tablets,20 mg,N,OBSTETRICS GYNAECOLOGY URINARY TRACT DISORDERS,07.04.05,Pack,4,tablet,07.04.05,Drugs for erectile dysfunction
15434,METOPROLOL,25,Oral,mg,BD,Tablets,50 mg,N,CARDIVASCULAR SYSTEM,2.04,Pack,28,tablet,2.04,Beta-adrenoceptor blocking drugs
15436,TADALAFIL,20,Oral,mg,OM,Tablets,20 mg,N,OBSTETRICS GYNAECOLOGY URINARY TRACT DISORDERS,07.04.05,Pack,4,tablet,07.04.05,Drugs for erectile dysfunction
15438,COLCHICINE,500,Oral,microgram,6H,Tablets,500 microgram,N,MUSCULOSKELETAL AND JOINT DISEASES,10.01.04,Bottle,100,tablet,10.01.04,Gout and cytotoxic induced hyperuicaemia
15442,SODIUM VALPROATE 'EPILIM' CRUSHABLE,200,Oral,mg,TDS,Tablets,100 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,30,tablet,04.08.01,Control of epilepsy
15443,SODIUM VALPROATE 'EPILIM' CRUSHABLE,200,Oral,mg,TDS,Tablets,100 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,30,tablet,04.08.01,Control of epilepsy
15444,SODIUM VALPROATE 'EPILIM' CRUSHABLE,200,Oral,mg,TDS,Tablets,100 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Box,100,tablet,04.08.01,Control of epilepsy
15445,SODIUM VALPROATE 'EPILIM' CRUSHABLE,200,Oral,mg,TDS,Tablets,100 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Box,100,tablet,04.08.01,Control of epilepsy
15446,SODIUM VALPROATE 'EPILIM' CRUSHABLE,600,Oral,mg,OM,Tablets,100 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,30,tablet,04.08.01,Control of epilepsy
15447,SODIUM VALPROATE 'EPILIM' CRUSHABLE,600,Oral,mg,OM,Tablets,100 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Box,100,tablet,04.08.01,Control of epilepsy
15451,CODEINE PHOSPHATE,60,Oral,mg,TDS,Tablets,60 mg,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,28,tablet,04.07.02,Opioid analgesics
15457,SODIUM VALPROATE 'EPILIM' CRUSHABLE,"1,000.00",PO / NG / PEG,mg,BD,Tablets,100 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,30,tablet,04.08.01,Control of epilepsy
15458,SODIUM VALPROATE 'EPILIM' CRUSHABLE,"1,000.00",PO / NG / PEG,mg,BD,Tablets,100 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Box,100,tablet,04.08.01,Control of epilepsy
15465,VORTIOXETINE,5,Oral,mg,ON,Tablets,5 mg,N,CENTRAL NERVOUS SYSTEM,04.03.04,Pack,28,tablet,04.03.04,Other antidepressant drugs
15466,IVABRADINE,7.5,Oral,mg,OM,Tablets,7.5 mg,N,CARDIVASCULAR SYSTEM,02.06.03,Pack,56,tablet,02.06.03,Other antianginal drugs
15473,MIRTAZAPINE,30,Oral,mg,ON,Tablets,30 mg,Y,CENTRAL NERVOUS SYSTEM,04.03.04,Pack,28,tablet,04.03.04,Other antidepressant drugs
15477,SOTALOL,100,Oral,mg,BD,Tablets,200 mg,N,CARDIVASCULAR SYSTEM,2.04,Pack,30,tablet,2.04,Beta-adrenoceptor blocking drugs
15485,CARBAMAZEPINE 'TEGRETOL',200,Oral,mg,OM,Tablets,100 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,84,tablet,04.08.01,Control of epilepsy
15486,CARBAMAZEPINE 'CARBAGEN',200,Oral,mg,OD,Tablets,200 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,84,tablet,04.08.01,Control of epilepsy
15490,CYANOCOBALAMIN,50,Oral,microgram,TDS,Tablets,50 microgram,N,NUTRITION AND BLOOD,09.01.02,Pack,50,tablet,09.01.02,Drugs used in megaloblastic anaemias
15494,CINNARIZINE,15,Oral,mg,TDS,Tablets,15 mg,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,84,tablet,4.06,Drugs used in nausea and vertigo
15495,CINNARIZINE,15,Oral,mg,TDS,Tablets,15 mg,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,100,tablet,4.06,Drugs used in nausea and vertigo
15496,CARBAMAZEPINE 'CARBAGEN',400,Oral,mg,BD,Tablets,200 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,84,tablet,04.08.01,Control of epilepsy
15497,FLECAINIDE,150,Oral,mg,BD,Tablets,50 mg,N,CARDIVASCULAR SYSTEM,02.03.02,Pack,60,tablet,02.03.02,Drugs for arrhythmias
15505,PHENOBARBITAL,60,Oral,mg,BD,Tablets,60 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,28,tablet,04.08.01,Control of epilepsy
15518,CITALOPRAM,10,PO / NG / PEG,mg,OM,Tablets,10 mg,N,CENTRAL NERVOUS SYSTEM,04.03.03,Pack,28,tablet,04.03.03,Selective serotonin re-uptake inhibitors
15526,CARBIMAZOLE,10,Oral,mg,OM,Tablets,5 mg,N,ENDOCRINE SYSTEM,06.02.02,Pack,100,tablet,06.02.02,Antithyroid drugs
15528,NITRAZEPAM,2.5,Oral,mg,ON,Tablets,5 mg,N,CENTRAL NERVOUS SYSTEM,04.01.01,Pack,28,tablet,04.01.01,Hypnotics
15529,NITRAZEPAM,5,Oral,mg,ON,Tablets,5 mg,N,CENTRAL NERVOUS SYSTEM,04.01.01,Pack,28,tablet,04.01.01,Hypnotics
15535,CLONAZEPAM,500,Oral,microgram,OD,Tablets,500 microgram,N,CENTRAL NERVOUS SYSTEM,04.08.01,Bottle,100,tablet,04.08.01,Control of epilepsy
15536,CLONAZEPAM,500,Oral,microgram,OD,Tablets,500 microgram,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,105,tablet,04.08.01,Control of epilepsy
15537,CLONAZEPAM,"2,000.00",Oral,microgram,ON,Tablets,500 microgram,N,CENTRAL NERVOUS SYSTEM,04.08.01,Bottle,100,tablet,04.08.01,Control of epilepsy
15538,CLONAZEPAM,"2,000.00",Oral,microgram,ON,Tablets,500 microgram,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,105,tablet,04.08.01,Control of epilepsy
15549,LORAZEPAM,500,Oral,microgram,BD,Tablets,1 mg,Y,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,28,tablet,04.01.02,Anxiolytics
15559,NITROFURANTOIN,100,PEG,mg,ON,Tablets,100 mg,N,INFECTIONS,05.01.13,Pack,28,tablet,05.01.13,Urinary-tract infections
15560,SERTRALINE,100,PEG,mg,OM,Tablets,100 mg,N,CENTRAL NERVOUS SYSTEM,04.03.03,Pack,28,tablet,04.03.03,Selective serotonin re-uptake inhibitors
15566,SILDENAFIL,100,Oral,mg,OM,Tablets,100 mg,N,OBSTETRICS GYNAECOLOGY URINARY TRACT DISORDERS,07.04.05,Pack,4,tablet,07.04.05,Drugs for erectile dysfunction
15567,SILDENAFIL,100,Oral,mg,OM,Tablets,100 mg,N,OBSTETRICS GYNAECOLOGY URINARY TRACT DISORDERS,07.04.05,Pack,8,tablet,07.04.05,Drugs for erectile dysfunction
15574,RIFAXIMIN,550,Oral,mg,OM,Tablets,550 mg,N,INFECTIONS,05.01.07,Pack,56,tablet,05.01.07,Some other antibacterials
15588,RISPERIDONE,250,Oral,microgram,BD,Tablets,500 microgram,N,CENTRAL NERVOUS SYSTEM,04.02.01,Pack,20,tablet,04.02.01,Antipsychotic drugs
15589,PRIMIDONE,250,Oral,mg,ON,Tablets,250 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Bottle,100,tablet,04.08.01,Control of epilepsy
15590,PHENOBARBITAL,45,Oral,mg,ON,Tablets,15 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,28,tablet,04.08.01,Control of epilepsy
15595,VERAPAMIL,40,Oral,mg,QDS,Tablets,40 mg,N,CARDIVASCULAR SYSTEM,02.06.03,Pack,84,tablet,02.06.03,Other antianginal drugs
15606,CIPROFLOXACIN,750,Oral,mg,BD,Tablets,750 mg,N,INFECTIONS,05.01.12,Pack,10,tablet,05.01.12,Quinolones
15609,NORETHISTERONE,5,Oral,mg,BD,Tablets,5 mg,N,ENDOCRINE SYSTEM,06.04.01,Pack,30,tablet,06.04.01,Female sex hormones and their modulators
