drug,primary_dose,route,primary_dose_description,frequency_description,c_form,c_strength,c_mddf_number,prn,bnf_description,bnf_chapter,container_description,du_cont,unit_description,strength
QUETIAPINE,5,Oral,mg,BD,Oral Suspension,20 mg/ml,1023034,N,CENTRAL NERVOUS SYSTEM,04.02.01,Pack,150,mL,"['20 mg', 'ml']"
MORPHINE SULFATE,15,Oral,mg,QDS,Oral Solution,10 mg/5ml,1005227,N,CENTRAL NERVOUS SYSTEM,04.07.02,Bottle,100,mL,"['10 mg', '5ml']"
MORPHINE SULFATE,15,Oral,mg,QDS,Oral Solution,10 mg/5ml,1005227,N,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,300,mL,"['10 mg', '5ml']"
DIAZEPAM,"2,000.00",Oral,microgram,TDS,Oral Solution Sugar Free,2 mg/5ml,1013950,N,CENTRAL NERVOUS SYSTEM,04.01.02,Bottle,100,mL,"['2 mg', '5ml']"
CEFALEXIN,125,Oral,mg,OD,Oral Suspension,125 mg/5ml,1003163,N,INFECTIONS,05.01.02,Bottle,100,mL,"['125 mg', '5ml']"
MORPHINE SULFATE,1.2,Oral,mg,QDS,Oral Solution,10 mg/5ml,1005227,N,CENTRAL NERVOUS SYSTEM,04.07.02,Bottle,100,mL,"['10 mg', '5ml']"
MORPHINE SULFATE,1.2,Oral,mg,QDS,Oral Solution,10 mg/5ml,1005227,N,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,300,mL,"['10 mg', '5ml']"
SERTRALINE,40,Oral,mg,OM,Oral Suspension,50 mg/5ml,1013840,N,CENTRAL NERVOUS SYSTEM,04.03.03,Pack,150,mL,"['50 mg', '5ml']"
SERTRALINE,80,Oral,mg,OM,Oral Suspension,50 mg/5ml,1013840,N,CENTRAL NERVOUS SYSTEM,04.03.03,Pack,150,mL,"['50 mg', '5ml']"
MEMANTINE,15,Oral,mg,ON,Oral Solution Sugar Free,10 mg/ml,1008900,N,CENTRAL NERVOUS SYSTEM,4.11,Pack,50,mL,"['10 mg', 'ml']"
MEMANTINE,15,Oral,mg,ON,Oral Solution Sugar Free,10 mg/ml,1008900,N,CENTRAL NERVOUS SYSTEM,4.11,Pack,100,mL,"['10 mg', 'ml']"
PARACETAMOL,"1,000.00",PEG,mg,QDS,Oral Suspension,250 mg/5ml,2004531,Y,CENTRAL NERVOUS SYSTEM,04.07.01,Bottle,500,mL,"['250 mg', '5ml']"
PREDNISOLONE,3,PEG,mg,OM,Oral Solution Sugar Free,10 mg/1ml,9008211,N,ENDOCRINE SYSTEM,06.03.02,Pack,30,mL,"['10 mg', '1ml']"
MORPHINE SULFATE,2.5,PEG,mg,QDS,Oral Solution,10 mg/5ml,1005227,N,CENTRAL NERVOUS SYSTEM,04.07.02,Bottle,100,mL,"['10 mg', '5ml']"
MORPHINE SULFATE,2.5,PEG,mg,QDS,Oral Solution,10 mg/5ml,1005227,N,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,300,mL,"['10 mg', '5ml']"
LEVOTHYROXINE,25,PEG,microgram,OM,Oral Solution,100 micrograms/5ml,1014344,N,ENDOCRINE SYSTEM,06.02.01,Pack,100,mL,"['100 micrograms', '5ml']"
PAROXETINE,50,Oral,mg,OM,Liquid,10 mg/5ml,3006509,N,CENTRAL NERVOUS SYSTEM,04.03.03,Pack,150,mL,"['10 mg', '5ml']"
OMEPRAZOLE,20,Oral,mg,ON,Oral Solution,10 mg/5ml,1015395,N,GASTRO-INTESTINAL SYSTEM,01.03.05,Pack,75,mL,"['10 mg', '5ml']"
OMEPRAZOLE,20,Oral,mg,ON,Oral Solution,10 mg/5ml,1015395,N,GASTRO-INTESTINAL SYSTEM,01.03.05,Pack,100,mL,"['10 mg', '5ml']"
ONDANSETRON,800,Oral,microgram,TDS,Oral Solution Sugar Free,4 mg/5ml,1009536,Y,CENTRAL NERVOUS SYSTEM,4.06,Bottle,50,mL,"['4 mg', '5ml']"
MORPHINE SULFATE,5,NG,mg,QDS,Oral Solution,10 mg/5ml,1005227,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Bottle,100,mL,"['10 mg', '5ml']"
MORPHINE SULFATE,5,NG,mg,QDS,Oral Solution,10 mg/5ml,1005227,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,300,mL,"['10 mg', '5ml']"
PARACETAMOL,750,Oral,mg,QDS,Oral Suspension,250 mg/5ml,2004531,Y,CENTRAL NERVOUS SYSTEM,04.07.01,Bottle,500,mL,"['250 mg', '5ml']"
PARACETAMOL,750,Oral,mg,QDS,Oral Suspension,250 mg/5ml,2004531,N,CENTRAL NERVOUS SYSTEM,04.07.01,Bottle,500,mL,"['250 mg', '5ml']"
METOCLOPRAMIDE,10,Oral,mg,BD,Oral Solution Sugar Free,5 mg/5ml,1005899,Y,GASTRO-INTESTINAL SYSTEM,1.02,Bottle,150,mL,"['5 mg', '5ml']"
PARACETAMOL,"1,000.00",NG / PEG,mg,QDS,Oral Suspension,250 mg/5ml,2004531,Y,CENTRAL NERVOUS SYSTEM,04.07.01,Bottle,500,mL,"['250 mg', '5ml']"
PARACETAMOL,500,NG / PEG,mg,QDS,Oral Suspension,250 mg/5ml,2004531,Y,CENTRAL NERVOUS SYSTEM,04.07.01,Bottle,500,mL,"['250 mg', '5ml']"
FOLIC ACID,5,PEG,mg,Once a week on a Friday morning,Oral Solution Sugar Free,2.5 mg/5ml,1003508,N,NUTRITION AND BLOOD,09.01.02,Pack,150,mL,"['2.5 mg', '5ml']"
BACLOFEN,20,PEG,mg,TDS,Oral Solution Sugar Free,5 mg/5ml,1018807,N,MUSCULOSKELETAL AND JOINT DISEASES,10.02.02,Bottle,300,mL,"['5 mg', '5ml']"
FUROSEMIDE,40,NG / PEG,mg,OM,Oral Solution Sugar Free,40 mg/5ml,1007170,N,CARDIVASCULAR SYSTEM,02.02.02,Bottle,150,mL,"['40 mg', '5ml']"
BACLOFEN,30,Oral,mg,TDS,Oral Solution Sugar Free,5 mg/5ml,1018807,N,MUSCULOSKELETAL AND JOINT DISEASES,10.02.02,Bottle,300,mL,"['5 mg', '5ml']"
BACLOFEN,30,PEG,mg,TDS,Oral Solution Sugar Free,5 mg/5ml,1018807,N,MUSCULOSKELETAL AND JOINT DISEASES,10.02.02,Bottle,300,mL,"['5 mg', '5ml']"
PREGABALIN,200,Oral,mg,BD,Oral Solution Sugar Free,20 mg/ml,1019297,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,473,mL,"['20 mg', 'ml']"
AMITRIPTYLINE,10,Oral,mg,ON,Oral Solution Sugar Free,50 mg/5ml,2007191,N,CENTRAL NERVOUS SYSTEM,04.03.01,Pack,150,mL,"['50 mg', '5ml']"
CARBAMAZEPINE 'TEGRETOL',600,Oral,mg,BD,Oral Suspension,100 mg/5ml,1003114,N,CENTRAL NERVOUS SYSTEM,04.08.01,Bottle,300,mL,"['100 mg', '5ml']"
CARBAMAZEPINE 'TEGRETOL',30,NG / PEG,mg,BD,Oral Suspension,100 mg/5ml,1003114,N,CENTRAL NERVOUS SYSTEM,04.08.01,Bottle,300,mL,"['100 mg', '5ml']"
CARBAMAZEPINE 'TEGRETOL',600,NG / PEG,mg,BD,Oral Suspension,100 mg/5ml,1003114,N,CENTRAL NERVOUS SYSTEM,04.08.01,Bottle,300,mL,"['100 mg', '5ml']"
SELENIUM,100,Oral,microgram,BD,Oral Solution,100 micrograms/2ml,1013126,N,NUTRITION AND BLOOD,09.06.02,Pack,20,ampoule,"['100 micrograms', '2ml']"
SELENIUM,100,Oral,microgram,BD,Oral Solution,100 micrograms/2ml,1013126,N,NUTRITION AND BLOOD,09.06.02,Pack,28,ampoule,"['100 micrograms', '2ml']"
SODIUM VALPROATE,"1,400.00",Oral,mg,BD,Oral Solution,200 mg/5ml,2005431,N,CENTRAL NERVOUS SYSTEM,04.08.01,Bottle,300,mL,"['200 mg', '5ml']"
HALOPERIDOL,0.5,Oral,mg,TDS,Oral Solution Sugar Free,10 mg/5ml,1018532,N,CENTRAL NERVOUS SYSTEM,04.02.01,Pack,100,mL,"['10 mg', '5ml']"
TRAZODONE,25,Oral,mg,OM,Oral Solution Sugar Free,50 mg/5ml,1004858,N,CENTRAL NERVOUS SYSTEM,04.03.01,Bottle,120,mL,"['50 mg', '5ml']"
FLUCLOXACILLIN,"1,000.00",Oral,mg,QDS,Oral Solution,250 mg/5ml,1002884,N,INFECTIONS,05.01.01.02,Bottle,100,mL,"['250 mg', '5ml']"
KETAMINE (ORANGE),20,Oral,mg,Every 2 hours,Oral Solution,50 mg/5ml,1019238,Y,ANAESTHESIA,15.01.01,Pack,300,mL,"['50 mg', '5ml']"
MORPHINE SULFATE,75,Oral,mg,Every 2 hours,Oral Solution,10 mg/5ml,1005227,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Bottle,100,mL,"['10 mg', '5ml']"
MORPHINE SULFATE,75,Oral,mg,Every 2 hours,Oral Solution,10 mg/5ml,1005227,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,300,mL,"['10 mg', '5ml']"
DOCUSATE,25,Oral,mg,BD,Oral Solution Sugar Free,12.5 mg/5ml,1003676,N,GASTRO-INTESTINAL SYSTEM,01.06.02,Bottle,300,mL,"['12.5 mg', '5ml']"
CLARITHROMYCIN,500,NG,mg,BD,Oral Suspension,250 mg/5ml,9005628,N,INFECTIONS,05.01.05,Pack,1,mL,"['250 mg', '5ml']"
KETAMINE (ORANGE),10,Oral,mg,BD,Oral Solution,50 mg/5ml,1019238,Y,ANAESTHESIA,15.01.01,Pack,300,mL,"['50 mg', '5ml']"
MORPHINE SULFATE,5,Oral,mg,3H,Oral Solution,10 mg/5ml,1005227,N,CENTRAL NERVOUS SYSTEM,04.07.02,Bottle,100,mL,"['10 mg', '5ml']"
MORPHINE SULFATE,10,Oral,mg,3H,Oral Solution,10 mg/5ml,1005227,N,CENTRAL NERVOUS SYSTEM,04.07.02,Bottle,100,mL,"['10 mg', '5ml']"
MORPHINE SULFATE,5,Oral,mg,3H,Oral Solution,10 mg/5ml,1005227,N,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,300,mL,"['10 mg', '5ml']"
MORPHINE SULFATE,10,Oral,mg,3H,Oral Solution,10 mg/5ml,1005227,N,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,300,mL,"['10 mg', '5ml']"
OMEPRAZOLE,40,Oral,mg,BD,Oral Solution,10 mg/5ml,1015395,N,GASTRO-INTESTINAL SYSTEM,01.03.05,Pack,75,mL,"['10 mg', '5ml']"
OMEPRAZOLE,40,Oral,mg,BD,Oral Solution,10 mg/5ml,1015395,N,GASTRO-INTESTINAL SYSTEM,01.03.05,Pack,100,mL,"['10 mg', '5ml']"
NITROFURANTOIN,25,Oral,mg,ON,Oral Suspension,25 mg/5ml,2004284,N,INFECTIONS,05.01.13,Bottle,60,mL,"['25 mg', '5ml']"
NITROFURANTOIN,25,Oral,mg,ON,Oral Suspension,25 mg/5ml,2004284,N,INFECTIONS,05.01.13,Bottle,300,mL,"['25 mg', '5ml']"
FLUCONAZOLE,50,Oral,mg,OD,Oral Suspension,50 mg/5ml,1004021,N,INFECTIONS,5.02,Bottle,1,mL,"['50 mg', '5ml']"
PREDNISOLONE,100,Oral,mg,alternate days,Oral Solution Sugar Free,10 mg/1ml,9008211,N,ENDOCRINE SYSTEM,06.03.02,Pack,30,mL,"['10 mg', '1ml']"
DIGOXIN PAEDIATRIC,250,Oral,microgram,ON,Oral Solution,50 micrograms/1ml,1003618,N,CARDIVASCULAR SYSTEM,02.01.01,Bottle,60,mL,"['50 micrograms', '1ml']"
DIGOXIN PAEDIATRIC,250,Oral,microgram,OM,Oral Solution,50 micrograms/1ml,1003618,N,CARDIVASCULAR SYSTEM,02.01.01,Bottle,60,mL,"['50 micrograms', '1ml']"
METHADONE,30,Oral,mg,BD,Oral Solution Sugar Free,1 mg/ml,11000487,N,CENTRAL NERVOUS SYSTEM,04.10.03,Pack,100,mL,"['1 mg', 'ml']"
METHADONE,30,Oral,mg,BD,Oral Solution Sugar Free,1 mg/ml,11000487,N,CENTRAL NERVOUS SYSTEM,04.10.03,Bottle,500,mL,"['1 mg', 'ml']"
OMEPRAZOLE,40,Oral,mg,BD,Oral Solution,10 mg/5ml,1015395,N,GASTRO-INTESTINAL SYSTEM,01.03.05,Pack,75,mL,"['10 mg', '5ml']"
OMEPRAZOLE,40,Oral,mg,BD,Oral Solution,10 mg/5ml,1015395,N,GASTRO-INTESTINAL SYSTEM,01.03.05,Pack,100,mL,"['10 mg', '5ml']"
OXYCODONE,10,Oral,mg,TDS,Oral Solution Sugar Free,5 mg/5ml,1009043,N,CENTRAL NERVOUS SYSTEM,04.07.02,Bottle,250,mL,"['5 mg', '5ml']"
LEVOCETIRIZINE,"5,000.00",Oral,microgram,OM,Oral Solution,500 micrograms/1ml,1015342,N,RESPIRATORY SYSTEM,03.04.01,Pack,200,mL,"['500 micrograms', '1ml']"
METHADONE,27,Oral,mg,BD,Oral Solution Sugar Free,1 mg/ml,11000487,N,CENTRAL NERVOUS SYSTEM,04.10.03,Pack,100,mL,"['1 mg', 'ml']"
METHADONE,27,Oral,mg,BD,Oral Solution Sugar Free,1 mg/ml,11000487,N,CENTRAL NERVOUS SYSTEM,04.10.03,Bottle,500,mL,"['1 mg', 'ml']"
METHADONE,18,Oral,mg,TDS,Oral Solution Sugar Free,1 mg/ml,11000487,N,CENTRAL NERVOUS SYSTEM,04.10.03,Pack,100,mL,"['1 mg', 'ml']"
METHADONE,18,Oral,mg,TDS,Oral Solution Sugar Free,1 mg/ml,11000487,N,CENTRAL NERVOUS SYSTEM,04.10.03,Bottle,500,mL,"['1 mg', 'ml']"
METHADONE (contains sugar),20,Oral,mg,OM,Oral Solution,1 mg/ml,9000487,N,CENTRAL NERVOUS SYSTEM,04.07.02,Bottle,100,mL,"['1 mg', 'ml']"
GABAPENTIN,400,Oral,mg,TDS,Oral Solution,250 mg/5ml,1013637,N,CENTRAL NERVOUS SYSTEM,04.08.01,Bottle,150,mL,"['250 mg', '5ml']"
FOLIC ACID,2.5,Oral,mg,OM,Oral Solution Sugar Free,2.5 mg/5ml,1003508,N,NUTRITION AND BLOOD,09.01.02,Pack,150,mL,"['2.5 mg', '5ml']"
HALOPERIDOL,1.5,Oral,mg,ON,Oral Solution Sugar Free,10 mg/5ml,1018532,N,CENTRAL NERVOUS SYSTEM,04.02.01,Pack,100,mL,"['10 mg', '5ml']"
SODIUM VALPROATE,600,Oral,mg,TDS,Oral Solution,200 mg/5ml,2005431,N,CENTRAL NERVOUS SYSTEM,04.08.01,Bottle,300,mL,"['200 mg', '5ml']"
CARBAMAZEPINE 'TEGRETOL',600,Oral,mg,ON,Oral Suspension,100 mg/5ml,1003114,N,CENTRAL NERVOUS SYSTEM,04.08.01,Bottle,300,mL,"['100 mg', '5ml']"
CARBAMAZEPINE 'TEGRETOL',400,Oral,mg,OM,Oral Suspension,100 mg/5ml,1003114,N,CENTRAL NERVOUS SYSTEM,04.08.01,Bottle,300,mL,"['100 mg', '5ml']"
METFORMIN,500,PEG,mg,BD,Oral Solution,500 mg/5ml,9007016,N,ENDOCRINE SYSTEM,06.01.02.02,Pack,100,mL,"['500 mg', '5ml']"
METFORMIN,500,PEG,mg,BD,Oral Solution,500 mg/5ml,9007016,N,ENDOCRINE SYSTEM,06.01.02.02,Pack,150,mL,"['500 mg', '5ml']"
CARBOCISTEINE,750,PEG,mg,TDS,Oral Solution,250 mg/5ml,3003129,N,RESPIRATORY SYSTEM,3.07,Bottle,300,mL,"['250 mg', '5ml']"
PROMAZINE,50,Oral,mg,BD,Oral Solution,50 mg/5ml,2004614,N,CENTRAL NERVOUS SYSTEM,04.02.01,Bottle,150,mL,"['50 mg', '5ml']"
AMPHOTERICIN B,100,Oral,mg,QDS,Oral Solution,100 mg in 1mL,1004974,N,INFECTIONS,5.02,Bottle,12,mL,['100 mg in 1mL']
AMPHOTERICIN B,100,Oral,mg,QDS,Oral Solution,100 mg in 1mL,1004974,N,INFECTIONS,5.02,Pack,50,mL,['100 mg in 1mL']
AMPHOTERICIN B,100,Oral,mg,QDS,Oral Solution,100 mg in 1mL,1004974,N,INFECTIONS,5.02,Pack,100,mL,['100 mg in 1mL']
CLOZAPINE,50,Oral,mg,OM,Oral Solution,100 mg/5ml,1017200,N,CENTRAL NERVOUS SYSTEM,04.02.01,Pack,200,mL,"['100 mg', '5ml']"
CLOZAPINE,50,Oral,mg,OM,Oral Solution,100 mg/5ml,1017200,N,CENTRAL NERVOUS SYSTEM,04.02.01,Pack,300,mL,"['100 mg', '5ml']"
CLOZAPINE,100,Oral,mg,ON,Oral Solution,100 mg/5ml,1017200,N,CENTRAL NERVOUS SYSTEM,04.02.01,Pack,200,mL,"['100 mg', '5ml']"
CLOZAPINE,100,Oral,mg,ON,Oral Solution,100 mg/5ml,1017200,N,CENTRAL NERVOUS SYSTEM,04.02.01,Pack,300,mL,"['100 mg', '5ml']"
LEVETIRACETAM,500,Oral,mg,BD,Oral Solution Sugar Free,100 mg/ml,1012804,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,300,mL,"['100 mg', 'ml']"
PROCYCLIDINE,5,Oral,mg,ON,Oral Solution Sugar Free,5 mg/5ml,3004606,N,CENTRAL NERVOUS SYSTEM,04.09.02,Bottle,150,mL,"['5 mg', '5ml']"
SODIUM VALPROATE,600,Oral,mg,BD,Oral Solution,200 mg/5ml,2005431,N,CENTRAL NERVOUS SYSTEM,04.08.01,Bottle,300,mL,"['200 mg', '5ml']"
DOMPERIDONE,5,Oral,mg,BD,Oral Suspension,5 mg/5ml,3003685,Y,CENTRAL NERVOUS SYSTEM,4.06,Bottle,200,mL,"['5 mg', '5ml']"
CLOBAZAM,5,Oral,mg,BD,Oral Suspension,5 mg/5ml,1018873,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,150,mL,"['5 mg', '5ml']"
CLOBAZAM,5,Oral,mg,BD,Oral Suspension,5 mg/5ml,1018873,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,250,mL,"['5 mg', '5ml']"
PARACETAMOL SUGAR FREE,500,PEG,mg,QDS,Oral Suspension,250 mg/5ml,2005478,Y,CENTRAL NERVOUS SYSTEM,04.07.01,Bottle,100,mL,"['250 mg', '5ml']"
OXYCODONE,7.5,Oral,mg,Every 3 hours,Oral Solution Sugar Free,5 mg/5ml,1009043,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Bottle,250,mL,"['5 mg', '5ml']"
OXYCODONE,7.5,Oral,mg,3H,Oral Solution Sugar Free,5 mg/5ml,1009043,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Bottle,250,mL,"['5 mg', '5ml']"
OXYCODONE,7.5,Oral,mg,6H,Oral Solution Sugar Free,5 mg/5ml,1009043,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Bottle,250,mL,"['5 mg', '5ml']"
CEFACLOR,125,Oral,mg,ON,Oral Suspension,125 mg/5ml,2003143,N,INFECTIONS,05.01.02,Bottle,1,mL,"['125 mg', '5ml']"
OXYCODONE,1.25,Oral,mg,3H,Oral Solution Sugar Free,5 mg/5ml,1009043,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Bottle,250,mL,"['5 mg', '5ml']"
SODIUM VALPROATE,600,Oral,mg,ON,Oral Solution,200 mg/5ml,2005431,N,CENTRAL NERVOUS SYSTEM,04.08.01,Bottle,300,mL,"['200 mg', '5ml']"
CLONAZEPAM,500,PO / NG / PEG,microgram,ON,Oral Solution,2 mg/5ml,3011576,N,CENTRAL NERVOUS SYSTEM,04.08.01,Bottle,150,mL,"['2 mg', '5ml']"
CLONAZEPAM,500,PO / NG / PEG,microgram,OD,Oral Solution,2 mg/5ml,3011576,N,CENTRAL NERVOUS SYSTEM,04.08.01,Bottle,150,mL,"['2 mg', '5ml']"
LEVOTHYROXINE,125,PEG,microgram,OM,Oral Solution,100 micrograms/5ml,1014344,N,ENDOCRINE SYSTEM,06.02.01,Pack,100,mL,"['100 micrograms', '5ml']"
LEVOTHYROXINE,150,PEG,microgram,OM,Oral Solution,100 micrograms/5ml,1014344,N,ENDOCRINE SYSTEM,06.02.01,Pack,100,mL,"['100 micrograms', '5ml']"
MORPHINE SULFATE,7.5,Oral,mg,QDS,Oral Solution,10 mg/5ml,1005227,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Bottle,100,mL,"['10 mg', '5ml']"
MORPHINE SULFATE,7.5,Oral,mg,QDS,Oral Solution,10 mg/5ml,1005227,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,300,mL,"['10 mg', '5ml']"
CYCLIZINE,50,Oral,mg,8H,Oral Suspension,50 mg/5ml,1019987,N,CENTRAL NERVOUS SYSTEM,4.06,Bottle,100,mL,"['50 mg', '5ml']"
CYCLIZINE,50,Oral,mg,8H,Oral Suspension,50 mg/5ml,1019987,N,CENTRAL NERVOUS SYSTEM,4.06,Bottle,300,mL,"['50 mg', '5ml']"
PARACETAMOL SUGAR FREE,"1,000.00",Oral,mg,TDS,Oral Suspension,250 mg/5ml,2005478,Y,CENTRAL NERVOUS SYSTEM,04.07.01,Bottle,100,mL,"['250 mg', '5ml']"
OXYCODONE,7.5,Oral,mg,QDS,Oral Solution Sugar Free,5 mg/5ml,1009043,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Bottle,250,mL,"['5 mg', '5ml']"
PREGABALIN,160,Oral,mg,ON,Oral Solution Sugar Free,20 mg/ml,1019297,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,473,mL,"['20 mg', 'ml']"
PREGABALIN,80,Oral,mg,OM,Oral Solution Sugar Free,20 mg/ml,1019297,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,473,mL,"['20 mg', 'ml']"
PREDNISOLONE,30,NG,mg,OM,Oral Solution Sugar Free,10 mg/1ml,9008211,N,ENDOCRINE SYSTEM,06.03.02,Pack,30,mL,"['10 mg', '1ml']"
HALOPERIDOL,1,Oral,mg,8H,Oral Solution Sugar Free,10 mg/5ml,1018532,Y,CENTRAL NERVOUS SYSTEM,04.02.01,Pack,100,mL,"['10 mg', '5ml']"
MORPHINE SULFATE,20,Oral,mg,ON,Oral Solution,10 mg/5ml,1005227,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Bottle,100,mL,"['10 mg', '5ml']"
MORPHINE SULFATE,20,Oral,mg,ON,Oral Solution,10 mg/5ml,1005227,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,300,mL,"['10 mg', '5ml']"
TRAZODONE,75,Oral,mg,"14,00 2200",Oral Solution Sugar Free,50 mg/5ml,1004858,N,CENTRAL NERVOUS SYSTEM,04.03.01,Bottle,120,mL,"['50 mg', '5ml']"
METHADONE,35,Oral,mg,OM,Oral Solution Sugar Free,1 mg/ml,11000487,N,CENTRAL NERVOUS SYSTEM,04.10.03,Pack,100,mL,"['1 mg', 'ml']"
METHADONE,35,Oral,mg,OM,Oral Solution Sugar Free,1 mg/ml,11000487,N,CENTRAL NERVOUS SYSTEM,04.10.03,Bottle,500,mL,"['1 mg', 'ml']"
SODIUM VALPROATE,200,Oral,mg,ON,Oral Solution,200 mg/5ml,2005431,N,CENTRAL NERVOUS SYSTEM,04.08.01,Bottle,300,mL,"['200 mg', '5ml']"
METHADONE,20,Oral,mg,OD,Oral Solution Sugar Free,1 mg/ml,11000487,N,CENTRAL NERVOUS SYSTEM,04.10.03,Pack,100,mL,"['1 mg', 'ml']"
METHADONE,29,Oral,mg,OD,Oral Solution Sugar Free,1 mg/ml,11000487,N,CENTRAL NERVOUS SYSTEM,04.10.03,Pack,100,mL,"['1 mg', 'ml']"
METHADONE,20,Oral,mg,OD,Oral Solution Sugar Free,1 mg/ml,11000487,N,CENTRAL NERVOUS SYSTEM,04.10.03,Bottle,500,mL,"['1 mg', 'ml']"
METHADONE,29,Oral,mg,OD,Oral Solution Sugar Free,1 mg/ml,11000487,N,CENTRAL NERVOUS SYSTEM,04.10.03,Bottle,500,mL,"['1 mg', 'ml']"
METHADONE,29,Oral,mg,OM,Oral Solution Sugar Free,1 mg/ml,11000487,N,CENTRAL NERVOUS SYSTEM,04.10.03,Pack,100,mL,"['1 mg', 'ml']"
METHADONE,29,Oral,mg,OM,Oral Solution Sugar Free,1 mg/ml,11000487,N,CENTRAL NERVOUS SYSTEM,04.10.03,Bottle,500,mL,"['1 mg', 'ml']"
METHADONE (contains sugar),49,Oral,mg,OD,Oral Solution,1 mg/ml,9000487,N,CENTRAL NERVOUS SYSTEM,04.07.02,Bottle,100,mL,"['1 mg', 'ml']"
SODIUM BENZOATE,"2,700.00",Oral,mg,TDS,Oral Solution,500 mg/5ml,1016912,N,NUTRITION AND BLOOD,09.08.01,Pack,100,mL,"['500 mg', '5ml']"
METOCLOPRAMIDE,10,NG / PEG,mg,TDS,Oral Solution Sugar Free,5 mg/5ml,1005899,N,GASTRO-INTESTINAL SYSTEM,1.02,Bottle,150,mL,"['5 mg', '5ml']"
CYCLIZINE,50,NG / PEG,mg,QDS,Oral Suspension,50 mg/5ml,1019987,N,CENTRAL NERVOUS SYSTEM,4.06,Bottle,100,mL,"['50 mg', '5ml']"
CYCLIZINE,50,NG / PEG,mg,QDS,Oral Suspension,50 mg/5ml,1019987,N,CENTRAL NERVOUS SYSTEM,4.06,Bottle,300,mL,"['50 mg', '5ml']"
METOCLOPRAMIDE,10,PEG,mg,TDS,Oral Solution Sugar Free,5 mg/5ml,1005899,N,GASTRO-INTESTINAL SYSTEM,1.02,Bottle,150,mL,"['5 mg', '5ml']"
SODIUM PHENYLBUTYRATE,"20,000.00",Oral,mg,OM,Oral Suspension,1.25 g/5ml,1020894,N,NUTRITION AND BLOOD,09.08.01,Pack,1,mL,"['1.25 g', '5ml']"
SODIUM BENZOATE,"2,000.00",Oral,mg,QDS,Oral Solution,500 mg/5ml,1016912,N,NUTRITION AND BLOOD,09.08.01,Pack,100,mL,"['500 mg', '5ml']"
SODIUM BENZOATE,"2,700.00",Oral,mg,QDS,Oral Solution,500 mg/5ml,1016912,N,NUTRITION AND BLOOD,09.08.01,Pack,100,mL,"['500 mg', '5ml']"
METHADONE (contains sugar),80,Oral,mg,OM,Oral Solution,1 mg/ml,9000487,N,CENTRAL NERVOUS SYSTEM,04.07.02,Bottle,100,mL,"['1 mg', 'ml']"
METHADONE,80,Oral,mg,OM,Oral Solution Sugar Free,1 mg/ml,11000487,N,CENTRAL NERVOUS SYSTEM,04.10.03,Pack,100,mL,"['1 mg', 'ml']"
METHADONE,80,Oral,mg,OM,Oral Solution Sugar Free,1 mg/ml,11000487,N,CENTRAL NERVOUS SYSTEM,04.10.03,Bottle,500,mL,"['1 mg', 'ml']"
CLOBAZAM,10,Oral,mg,ON,Oral Suspension,10 mg/5ml,1018872,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,150,mL,"['10 mg', '5ml']"
LEVETIRACETAM,"1,750.00",Oral,mg,BD,Oral Solution Sugar Free,100 mg/ml,1012804,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,300,mL,"['100 mg', 'ml']"
SODIUM VALPROATE,250,Oral,mg,QDS,Oral Solution,200 mg/5ml,2005431,N,CENTRAL NERVOUS SYSTEM,04.08.01,Bottle,300,mL,"['200 mg', '5ml']"
OXYCODONE,2.5,Oral,mg,6H,Oral Solution Sugar Free,5 mg/5ml,1009043,N,CENTRAL NERVOUS SYSTEM,04.07.02,Bottle,250,mL,"['5 mg', '5ml']"
FLUCLOXACILLIN,500,Oral,mg,QDS,Oral Solution,250 mg/5ml,1002884,N,INFECTIONS,05.01.01.02,Bottle,100,mL,"['250 mg', '5ml']"
